"STATIONID","Year","Month","AggGrp_20130430","Use_Biomass_Den_kg_m2","DECSLAT","DECSLON","logbiomass"
18983,1998,10,"menhaden",0.00113965990116668,27.927,-96.912,0.000494666184225648
18987,1998,10,"menhaden",0.0241782396612395,28.246,-96.495,0.0103755443011093
18988,1998,10,"menhaden",0.00275023756523821,28.283,-96.394,0.00119277354399587
18998,1998,10,"menhaden",0.0041648739122484,29.048,-95.103,0.00180502550985529
18999,1998,10,"menhaden",0.000517005708268318,28.916,-95.212,0.000224474703860608
19001,1998,10,"menhaden",0.000972596081176059,28.499,-95.661,0.000422187835322759
19003,1998,10,"menhaden",0.00421943519713154,28.41,-96.259,0.00182862225361463
19004,1998,10,"menhaden",0.00680399261446179,28.571,-95.888,0.00294492913197767
19005,1998,10,"menhaden",0.00141720664339612,28.705,-95.69,0.000615049301834998
19020,1998,10,"menhaden",0.00518128694866209,28.803,-94.298,0.0022443949119993
19021,1998,10,"menhaden",0.00562589994789301,28.948,-94.238,0.00243645009914363
19022,1998,10,"menhaden",0.000886824173220352,29.098,-94.188,0.000384972168754507
19040,1998,10,"menhaden",0.00374183778014786,29.093,-92.999,0.00162202670870038
19041,1998,10,"menhaden",0.0123448983523428,28.975,-92.569,0.00532849860319576
19045,1998,11,"menhaden",0.00118076766070001,29.421,-92.795,0.000512498368211347
19057,1998,11,"menhaden",0.00417910162714685,29.145,-92.2,0.00181117885624002
19058,1998,11,"menhaden",0.00296382564614369,29.036,-92.097,0.00128526940568385
19059,1998,11,"menhaden",0.00102666920484967,29.052,-92.066,0.000445648042969793
19060,1998,11,"menhaden",0.000920488950371268,29.107,-92.201,0.000399579395790531
19061,1998,11,"menhaden",0.0137343393926586,29.204,-92.362,0.00592415810169214
19077,1998,11,"menhaden",0.0252357143603231,29.063,-89.583,0.0108237265401549
19079,1998,11,"menhaden",0.00274637239521587,29.003,-89.786,0.00119109952270463
19082,1998,11,"menhaden",0.0261410905884985,29.061,-90.062,0.0112070787595277
19083,1998,11,"menhaden",0.00760332761087301,29.164,-89.906,0.00328959308635102
19089,1998,11,"menhaden",0.00133111944634024,28.741,-90.19,0.000577713412767112
19092,1998,11,"menhaden",0.0213850702852388,28.564,-90.356,0.00918950542854327
19093,1998,11,"menhaden",0.00148693466689178,28.351,-90.339,0.000645287889120135
19095,1998,11,"menhaden",0.00472307064280003,28.465,-90.369,0.00204637472676017
19099,1998,11,"menhaden",0.00267820891865314,28.889,-90.709,0.00116157657576786
19107,1998,11,"menhaden",0.00144023814110665,28.973,-91.513,0.000625037483861777
19110,1998,11,"menhaden",0.0013498494358544,28.845,-91.828,0.000585836854512127
19133,1998,11,"menhaden",0.00499080953918991,29.565,-88.302,0.00216209022947677
19303,1984,6,"menhaden",0,27.767,-97.042,0
19304,1984,6,"menhaden",0.00714855842305235,27.722,-97.109,0.00309353544418339
19351,1984,7,"menhaden",0,28.942,-95.06,0
19354,1984,7,"menhaden",0,28.308,-95.825,0
19355,1984,7,"menhaden",0,28.318,-96.393,0
19356,1984,7,"menhaden",0,28.277,-96.43,0
19403,1984,7,"menhaden",0,29.145,-92.189,0
19404,1984,7,"menhaden",0,28.632,-91.812,0
19409,1984,7,"menhaden",0,28.873,-91.452,0
19431,1984,7,"menhaden",0,29.183,-89.7,0
19488,1985,6,"menhaden",0,29.008,-90.54,0
19539,1985,6,"menhaden",0,29.503,-94.033,0
19541,1985,6,"menhaden",0,29.425,-94.558,0
19585,1985,7,"menhaden",0,27.165,-97.145,0
19596,1985,7,"menhaden",0,26.358,-97.182,0
19808,1985,10,"menhaden",0,30.114,-88.047,0
19865,1985,10,"menhaden",0.00661203253098663,29.92,-88.715,0.00286211742867303
19866,1985,10,"menhaden",0.0113188157302374,30.085,-88.72,0.00488808742633393
19867,1985,10,"menhaden",0,30.135,-88.8,0
19868,1985,10,"menhaden",0.0108008429043412,30,-88.767,0.0046655954051303
19922,1985,11,"menhaden",0,29.097,-89.505,0
19928,1985,11,"menhaden",0,29.05,-89.968,0
19929,1985,11,"menhaden",0,28.93,-90.102,0
19949,1985,11,"menhaden",0,28.828,-90.73,0
19976,1985,11,"menhaden",0,28.67,-91.348,0
19978,1985,11,"menhaden",0,28.873,-91.463,0
19985,1985,11,"menhaden",0,29.002,-91.765,0
19986,1985,11,"menhaden",0,28.917,-91.72,0
19988,1985,11,"menhaden",0,28.882,-91.767,0
19992,1985,11,"menhaden",0,28.917,-91.733,0
20059,1985,11,"menhaden",0,29.483,-94.002,0
20061,1985,11,"menhaden",0,29.392,-94.525,0
20063,1985,11,"menhaden",0,29.32,-94.548,0
20065,1985,11,"menhaden",0,29.225,-94.658,0
20067,1985,11,"menhaden",0,29.143,-94.728,0
20072,1985,11,"menhaden",0,29.192,-94.827,0
20074,1985,11,"menhaden",0,29.158,-94.842,0
20076,1985,11,"menhaden",0,29.177,-94.762,0
20082,1985,11,"menhaden",0,29.057,-94.663,0
20086,1985,11,"menhaden",0,29.222,-94.658,0
20088,1985,11,"menhaden",0,29.392,-94.525,0
20090,1985,11,"menhaden",0,29.192,-94.825,0
20094,1985,11,"menhaden",0,29.175,-94.758,0
20101,1985,11,"menhaden",0,28.473,-96.068,0
20103,1985,11,"menhaden",0,28.457,-96.047,0
20105,1985,11,"menhaden",0,28.457,-96.107,0
20107,1985,11,"menhaden",0,28.457,-96.093,0
20109,1985,11,"menhaden",0,28.408,-96.057,0
20119,1985,11,"menhaden",0,28.305,-96.378,0
20121,1985,11,"menhaden",0,28.273,-96.413,0
20123,1985,11,"menhaden",0,28.242,-96.308,0
20133,1985,11,"menhaden",0,28.325,-96.325,0
20135,1985,11,"menhaden",0,28.307,-96.375,0
20141,1985,11,"menhaden",0,27.962,-96.845,0
20145,1985,11,"menhaden",0,27.858,-96.858,0
20160,1985,11,"menhaden",0,27.738,-96.942,0
20170,1985,11,"menhaden",0,27.705,-96.942,0
20172,1985,11,"menhaden",0,27.658,-97.012,0
20194,1985,11,"menhaden",0,26.258,-97.023,0
20982,1988,10,"menhaden",0.0353221994290676,26.573,-97.258,0.0150755262744376
20984,1988,10,"menhaden",0.0037362260943803,26.548,-97.248,0.00161959866307744
21065,1988,10,"menhaden",0,28.638,-95.82,0
21067,1988,10,"menhaden",0.00166612073432946,28.695,-95.66,0.000722984918131303
21139,1988,10,"menhaden",0.00336043875811423,29.073,-95.09,0.00145697334335629
21173,1988,11,"menhaden",0.0115666669391984,29.485,-93.49,0.00499451007244585
21175,1988,11,"menhaden",0.00577504150788143,29.703,-93.413,0.00250085432140397
21177,1988,11,"menhaden",0.00861690425581997,29.328,-92.49,0.00372624258922844
21179,1988,11,"menhaden",0,29.192,-92.523,0
21181,1988,11,"menhaden",0.00201684804083482,29.17,-92.683,0.000875023876187541
21183,1988,11,"menhaden",0,29.535,-93.1,0
21187,1988,11,"menhaden",0,29.338,-92.92,0
21238,1988,11,"menhaden",0.0379963805434682,29.132,-92.883,0.0161958391456377
21240,1988,11,"menhaden",0.00174314636957748,29.183,-92.662,0.00075637980046421
21246,1988,11,"menhaden",0.0173478784275486,28.68,-91.187,0.00746948374633903
21276,1988,11,"menhaden",0,29.098,-92.083,0
21278,1988,11,"menhaden",0,29.172,-92.1,0
21284,1988,11,"menhaden",0,28.922,-91.643,0
21290,1988,11,"menhaden",0,28.6,-90.763,0
21292,1988,11,"menhaden",0,28.565,-90.765,0
21332,1988,11,"menhaden",0.00111066902599434,29,-90.408,0.000482089757660154
21334,1988,11,"menhaden",0.00206544057067905,29.015,-90.355,0.000896084356285671
21336,1988,11,"menhaden",0.0102733984879583,29.063,-90.213,0.00443891773040203
21338,1988,11,"menhaden",0.0201033133208024,29.08,-90.092,0.00864415816679909
21342,1988,11,"menhaden",0.010814692282355,29.097,-91.025,0.00467154580306173
21344,1988,11,"menhaden",0.00385030907725076,29.225,-89.835,0.00166895704352586
21346,1988,11,"menhaden",0.0121513306416191,29.183,-89.705,0.00524545039822087
21348,1988,11,"menhaden",0.00686969917586161,29.132,-89.77,0.00297327135759967
21415,1993,6,"menhaden",0.000607580790392135,26.131,-97.143,0.000263788856169247
21468,1993,6,"menhaden",0.01005034045845,28.528,-96.071,0.00434301936531739
23910,1990,11,"menhaden",0.00295396710853691,30.095,-88.562,0.00128100052836721
23912,1990,11,"menhaden",0.000870309529606303,30.223,-88.833,0.000377806245904478
23940,1991,11,"menhaden",0.00124237814991756,29.856,-88.557,0.000539223084771819
24133,1999,10,"menhaden",0.00128464143078616,30.186,-88.243,0.000557554632353036
25691,1986,10,"menhaden",0.00442727962675341,29.529,-88.972,0.00191849937191034
29136,2000,6,"menhaden",0.00244551046430185,29.327,-94.674,0.0010607751597265
29137,2000,6,"menhaden",0.00305885910279048,29.291,-94.658,0.00132641799902981
29140,2000,6,"menhaden",0.00340419640961674,29.476,-94.54,0.00147591299004782
29141,2000,6,"menhaden",0.0051966979496855,29.431,-94.593,0.00225105327451176
29142,2000,6,"menhaden",0.00649467483489295,29.426,-94.606,0.0028114814641773
29143,2000,6,"menhaden",0.00184825121120395,29.363,-94.646,0.000801944432890458
29146,2000,6,"menhaden",0.00480192606685342,29.237,-94.743,0.00208045887660472
29147,2000,6,"menhaden",0.00262713789947846,29.23,-94.72,0.00113945539422034
29150,2000,6,"menhaden",0.00394550259562155,29.105,-94.795,0.00171013854169618
29151,2000,6,"menhaden",0.00392403931860573,29.148,-94.738,0.00170085369267851
29455,1990,12,"menhaden",0.00303213569694467,28.676,-91.414,0.00131484740953288
29952,1986,11,"menhaden",0.00957073684018752,29.714,-93.752,0.00413675373344338
29956,1986,11,"menhaden",0,29.259,-94.819,0
30396,1989,11,"menhaden",0.00155354047330529,29.251,-89.903,0.000674170514866157
30960,1982,7,"menhaden",0.0671416487513155,27.258,-97.238,0.0282220700224901
32122,1985,6,"menhaden",0.000520856426676872,28.914,-95.29,0.000226146182234667
32123,1985,6,"menhaden",0.0105473426402067,28.825,-95.366,0.0045566643785619
32124,1985,6,"menhaden",0.0111984131735527,28.792,-95.392,0.00483637942079545
32126,1985,6,"menhaden",0.00065107053334609,28.675,-95.327,0.000282664332734743
32133,1985,6,"menhaden",0.00924520157351448,28.905,-95.178,0.00399669324698071
32139,1985,6,"menhaden",0.0110681990668835,26.186,-97.154,0.00478045082292584
32140,1985,6,"menhaden",0.00833370282682995,26.268,-97.168,0.00360428341159282
32141,1985,7,"menhaden",0.00182299749336905,26.149,-97.026,0.000790996978001426
33509,1989,7,"menhaden",0.00749985374941145,30.241,-88.158,0.00324499177014144
33637,2001,6,"menhaden",0.000398232514418703,28.342,-96.375,0.000172915755473227
33638,2001,6,"menhaden",0.00299551683274419,28.225,-96.443,0.00129899182485283
33642,2001,6,"menhaden",0.00125806389476053,28.34,-96.227,0.000546026811040208
33646,2001,6,"menhaden",0.00109842201864837,29.659,-93.88,0.000476776818333221
33649,2001,6,"menhaden",0.00771078544880499,29.675,-93.972,0.00333590680567941
33650,2001,6,"menhaden",0.000689520811820422,29.659,-94.03,0.000299351890907882
33653,2001,6,"menhaden",0.000974595873563541,29.621,-93.811,0.00042305548937709
33669,2001,6,"menhaden",0.073646734930559,29.325,-94.724,0.0308614077063419
33670,2001,6,"menhaden",0.0285536453195583,29.309,-94.756,0.0122269477163927
33671,2001,6,"menhaden",0.00149326394554588,29.231,-94.857,0.000648032570066861
33672,2001,6,"menhaden",0.00159672007431006,29.191,-94.893,0.000692893685882719
33734,2003,11,"menhaden",0.00211904873999429,29.368,-94.582,0.000919317479032861
33739,2003,11,"menhaden",0.0122808067042081,27.753,-97.043,0.00530100250941332
33753,2003,11,"menhaden",0.00271283167199341,29.641,-93.852,0.00117657262433998
33754,2003,11,"menhaden",0.00180762636213967,29.672,-93.963,0.000784333476860856
33755,2003,11,"menhaden",0.00168498953738512,29.625,-93.986,0.000731165827613897
33757,2003,11,"menhaden",0.00202313230224196,29.608,-93.853,0.000877747594355531
33770,2003,11,"menhaden",0.00185699563983479,28.391,-96.258,0.000805735067374067
33773,2003,11,"menhaden",0.00211548438177242,28.425,-96.092,0.000917772768489537
33777,2003,11,"menhaden",0.00239735750314816,28.292,-96.341,0.0010399131104812
34138,2003,6,"menhaden",0.00414156360155741,28.276,-96.308,0.00179494384192263
34140,2003,6,"menhaden",0.00209799943559076,28.259,-96.375,0.000910195117002263
34142,2003,6,"menhaden",0.00143165918470427,28.241,-96.409,0.00062131703281242
34144,2003,6,"menhaden",0.00101504731117576,28.275,-96.509,0.000440605866025878
34146,2003,6,"menhaden",0.00165834208503895,29.642,-94.039,0.000719612299739998
34147,2003,6,"menhaden",0.00189058729974471,29.642,-94.03,0.000820296454908525
34148,2003,6,"menhaden",0.00159519735648085,29.575,-93.921,0.000692233431670483
34150,2003,6,"menhaden",0.00267578467363464,29.592,-93.872,0.00116052655044795
34151,2003,6,"menhaden",0.000954786720780897,29.56,-93.798,0.000414460774878353
34153,2003,6,"menhaden",0.00332903585690151,29.642,-93.779,0.00144338070046253
34154,2003,6,"menhaden",0.00533468297280209,29.675,-93.752,0.00231066550915528
34155,2003,6,"menhaden",0.0071579529277909,29.674,-93.698,0.00309758644788637
34156,2003,6,"menhaden",0.0018146124140273,29.739,-93.653,0.000787361995636891
34157,2003,6,"menhaden",0.00276634429527193,29.743,-93.633,0.00119974936662289
34178,2003,6,"menhaden",0.00490626438626775,27.919,-96.978,0.00212555353923155
34179,2003,6,"menhaden",0.00234150740283791,27.981,-96.9,0.0010157150557526
34183,2003,6,"menhaden",0.00119361847415533,27.848,-96.953,0.000518072787670824
34197,2003,6,"menhaden",0.00131920738247953,29.148,-94.764,0.000572546915617202
34199,2003,6,"menhaden",0.00187817937069978,29.169,-94.713,0.000814917895060862
35134,1991,11,"menhaden",0.000534526447832157,29.158,-90.971,0.00023207986583606
35152,1993,10,"menhaden",0.00298184483496132,26.035,-97.123,0.00129307184459053
35204,1993,10,"menhaden",0.00236153532140002,28.092,-96.468,0.00102439266468561
35206,1993,10,"menhaden",0.0096625558189668,28.269,-96.222,0.00417625038396939
35260,1993,10,"menhaden",0.00566907031809914,29.339,-94.558,0.00245509346457955
35264,1993,10,"menhaden",0.0517726076002263,28.928,-95.085,0.021921855845207
35270,1993,10,"menhaden",0.00180946089511134,29.538,-94.104,0.000785128766092087
35271,1993,10,"menhaden",0.00792120713112379,29.34,-93.853,0.00342658305627702
35272,1993,10,"menhaden",0.00739364683300547,29.162,-93.669,0.00319920763538242
35273,1993,10,"menhaden",0.00285718382509186,29.187,-93.665,0.0012390898570124
35275,1993,10,"menhaden",0.00464280382765809,29.117,-93.173,0.00201167777549053
35278,1993,10,"menhaden",0.00522501139781192,29.102,-93.181,0.00226328590633077
35279,1993,10,"menhaden",0.0122979989632039,29.007,-93.364,0.00530837836773268
35321,1993,11,"menhaden",0.00116070095691452,29.142,-92.3,0.000503793700340342
35325,1993,11,"menhaden",0.00232140191382905,29.029,-92.022,0.00100700366303696
35326,1993,11,"menhaden",0.00505355949490779,29.001,-92.327,0.0021892060085477
35349,1993,11,"menhaden",0.00336379249437638,28.791,-91.452,0.00145842497196543
35363,1993,11,"menhaden",0.0027440906264246,28.416,-90.914,0.0011901112760754
35385,1993,11,"menhaden",0.0027790246639341,29.2,-89.966,0.00120524115376847
35386,1993,11,"menhaden",0.0130354155254008,29.19,-89.95,0.005624628478146
35401,1993,11,"menhaden",0.00345113957400184,29.217,-89.832,0.00149623050560927
35402,1993,11,"menhaden",0.00265573955512249,29.089,-90.016,0.00115184421113992
35434,1993,11,"menhaden",0.0172032473475378,30.144,-88.844,0.00740773795949645
35681,1990,7,"menhaden",0.0145228024268135,29.232,-89.878,0.00626181268710624
35688,1989,11,"menhaden",0.0038978880439323,28.554,-90.949,0.00168954058355133
35690,1989,11,"menhaden",0.00442667788647826,28.682,-91.118,0.00191823919124358
35718,2002,7,"menhaden",0.0158759143004605,29.297,-89.831,0.00684066363128563
35719,2002,7,"menhaden",0.00642252028854607,29.304,-89.791,0.00278034623277093
35721,2002,7,"menhaden",0.0050355478126118,29.145,-91.376,0.0021814228966422
35722,2002,7,"menhaden",0.00161715389867269,29.469,-92.427,0.000701753745490383
35723,2002,7,"menhaden",0.0331574157687281,29.507,-92.418,0.0141664973098422
35724,2002,7,"menhaden",0.00115277441364442,29.514,-92.473,0.000500355223752958
35727,2002,7,"menhaden",0.00234781886179158,29.569,-92.732,0.00101844967578618
36437,2002,12,"menhaden",0.00212129306030912,28.992,-89.974,0.000920290112811423
36439,2002,12,"menhaden",0.00212129306030912,29.019,-89.635,0.000920290112811423
36445,2002,12,"menhaden",0.00411539536189018,29.037,-90.175,0.00178362584594757
36446,2002,12,"menhaden",0.00580950514717972,28.911,-90.503,0.00251573549396015
36450,2002,12,"menhaden",0.0167473857500401,28.933,-90.202,0.00721306442475258
36461,2002,10,"menhaden",0.0244600387747038,29.338,-88.95,0.0104950224950324
36469,2002,10,"menhaden",0.000990400119410222,29.907,-88.673,0.000429912449189812
36472,2002,10,"menhaden",0.0289316205370958,30.183,-88.693,0.0123865139167864
36473,2002,10,"menhaden",0.0341505991976968,30.054,-88.791,0.0145837879242849
36645,1987,10,"menhaden",0.00559595010849537,29.108,-89.533,0.00242351562353133
36647,1987,10,"menhaden",0.00582671329874792,29.15,-89.532,0.00252316566965638
36649,1987,10,"menhaden",0.00144023814110665,29.105,-89.837,0.000625037483861777
36703,1987,11,"menhaden",0.0401097152271282,28.93,-91.443,0.0170791529569907
36705,1987,11,"menhaden",0.011077828894313,29.042,-91.735,0.00478458720166061
36711,1987,11,"menhaden",0.00299555326988158,28.84,-92.083,0.00129900760203939
36777,1987,11,"menhaden",0.0208102156222042,29.095,-92.933,0.00894500754298952
36779,1987,11,"menhaden",0.000987456975574903,29.32,-93.18,0.000428635520853573
36793,1987,11,"menhaden",0.000822019611885232,29.509,-92.639,0.000356851931900735
36797,1987,11,"menhaden",0.00532661211619686,29.33,-93.297,0.00230717896619902
36799,1987,11,"menhaden",0.00149146223368816,29.662,-93.451,0.000647251262543588
36801,1987,11,"menhaden",0.00492643370231875,29.59,-93.597,0.00213427010820098
36843,1987,11,"menhaden",0.00393897672674384,28.743,-95.033,0.00170731552187366
36883,1987,11,"menhaden",0.000226198092188575,28.165,-96.612,9.82254744658062e-05
37240,1988,6,"menhaden",0.00125915414345643,28.768,-95.54,0.000546499704844275
37248,1988,6,"menhaden",0.00113246074758839,28.598,-95.778,0.000491543179474056
37252,1988,6,"menhaden",0.000998110681159418,28.5,-96.127,0.000433257777499094
37276,1988,6,"menhaden",0.0010196817930189,28.007,-96.775,0.000442616550317835
37388,1988,7,"menhaden",0.00339699789530675,29.595,-94.09,0.00147279731017719
37392,1988,7,"menhaden",0.00644262973583472,29.59,-93.922,0.00278902383543268
37475,1988,7,"menhaden",0.0017982330274149,29.638,-93.065,0.000780261345190321
37655,1991,10,"menhaden",0.000806336269606627,28.725,-95.227,0.000350046283899658
37678,1991,10,"menhaden",0.00217468757596365,29.197,-94.885,0.00094342935346464
37683,1991,10,"menhaden",0.000854004830140734,29.363,-94.53,0.000370731304608723
37735,1991,11,"menhaden",0.00371445351448003,29.218,-93.782,0.00161017804676649
37744,1991,11,"menhaden",0.00443429428909706,29.717,-93.302,0.00192153236252336
37745,1991,11,"menhaden",0.00118076766070001,29.628,-93.017,0.000512498368211347
37747,1991,11,"menhaden",0.000822019611885232,29.615,-92.975,0.000356851931900735
37756,1991,11,"menhaden",0.00470734590243815,29.145,-92.335,0.00203957760861912
37757,1991,11,"menhaden",0.0494994417020199,29.475,-92.462,0.0209822118885988
37794,1991,11,"menhaden",0.00222361361308886,28.89,-90.753,0.00096463103572161
37814,1991,11,"menhaden",0.00189808235241316,28.912,-90.282,0.000823545360409113
37821,1991,11,"menhaden",0.00178887088238687,28.68,-90.032,0.000776202696662805
37824,1991,11,"menhaden",0.00295311375827124,29.055,-90.202,0.00128063101443001
37946,2001,10,"menhaden",0.00177918374861535,27.788,-96.922,0.000772003120079748
37966,2001,10,"menhaden",0.00199973362005773,28.567,-95.729,0.000867606074785377
37967,2001,10,"menhaden",0.00402003403582304,28.703,-95.615,0.00174237872971942
37992,2001,10,"menhaden",0.0125248105761886,28.857,-95.341,0.00540567382677111
37993,2001,10,"menhaden",0.00187395240761326,29.008,-95.175,0.000813085585850019
37996,2001,10,"menhaden",0.00136383336372763,28.947,-95.184,0.000591901768097059
37998,2001,10,"menhaden",0.000985360192467058,29.336,-94.564,0.000427725796879545
38049,2001,11,"menhaden",0.00372155201356905,29.072,-92.98,0.00161324946620468
38050,2001,11,"menhaden",0.00330681768335913,29.333,-93.203,0.00143376337986013
38052,2001,11,"menhaden",0.00667700643734543,29.152,-93.372,0.0028901489814833
38060,2001,11,"menhaden",0.00470699352773731,28.664,-93.089,0.0020394252912149
38066,2001,11,"menhaden",0.00215811586084749,29.101,-92.075,0.000936247906931967
38067,2001,11,"menhaden",0.000563072807150112,29.143,-92.35,0.000244470592141124
38099,2001,11,"menhaden",0.00238353916921445,28.987,-91.415,0.00103392619571501
38107,2001,11,"menhaden",0.00480039014150425,28.77,-91.268,0.00207979501998158
38113,2001,11,"menhaden",0.00368015175861489,28.821,-90.743,0.00159533585953125
38222,2000,7,"menhaden",0.00262068420040898,29.224,-89.802,0.00113665992339343
38223,2000,7,"menhaden",0.00189517880498973,29.224,-89.869,0.000822286752898684
38225,2000,7,"menhaden",0.000828301313951265,29.224,-89.801,0.000359577791173603
38226,1988,11,"menhaden",0.0043101660939166,29.077,-90.143,0.00186785884521213
38228,1988,11,"menhaden",0.00239404744945504,29.201,-89.974,0.00103847900811006
38230,1988,11,"menhaden",0.00212129306030912,29.128,-89.591,0.000920290112811423
38250,1987,7,"menhaden",0.00703156176013777,28.972,-90.83,0.0030430821558673
38253,1987,7,"menhaden",0.00911498746684526,28.992,-90.836,0.00394065640243934
38254,1987,7,"menhaden",0.00117192696002296,29.012,-91.071,0.000508663411931612
38265,1987,7,"menhaden",0.00065107053334609,28.771,-91.023,0.000282664332734743
38267,1987,7,"menhaden",0.00572942069344559,28.964,-90.502,0.0024811547698045
38279,1985,6,"menhaden",0.000390642320007654,27.735,-96.601,0.00016962067562673
38282,1985,6,"menhaden",0.00141065282224986,27.742,-97.042,0.000612207032245282
38928,2000,10,"menhaden",0.0108960378272326,28.801,-91.317,0.00470649434516587
38929,2000,10,"menhaden",0.00554195577963975,28.768,-91.213,0.00240019605005692
38959,1999,6,"menhaden",0.0020487115334947,28.29,-96.345,0.000888833942401526
38964,1999,6,"menhaden",0.0030400066442584,28.176,-96.441,0.00131825537170289
38971,2004,6,"menhaden",0.00231233256729384,28.441,-96.075,0.00100307400038882
38991,2004,6,"menhaden",0.00121918050404901,29.641,-93.764,0.000529160859556239
38995,2004,6,"menhaden",0.00117120843597203,29.675,-93.695,0.000508351726062277
38997,2004,6,"menhaden",0.00137106816065644,29.691,-93.628,0.000595039509773728
39019,2004,6,"menhaden",0.000971118804196583,29.166,-94.768,0.000421546884994609
39023,2004,6,"menhaden",0.00174925606240846,29.334,-94.581,0.000759028581042974
39026,2004,6,"menhaden",0.000719061953366662,29.416,-94.634,0.000312172416285853
39028,2004,6,"menhaden",0.0168673015113557,29.366,-94.668,0.00726428234112494
39029,2004,6,"menhaden",0.00286642689985883,29.267,-94.616,0.00124309261825592
39030,2004,6,"menhaden",0.00285523910389553,29.198,-94.652,0.00123824768076147
39191,1995,7,"menhaden",0.0625733772984264,29.589,-92.718,0.0263589304921927
39494,1986,11,"menhaden",0.00590303950233788,29.253,-88.795,0.00255612044304327
39594,1986,11,"menhaden",0.000976605800019135,29.167,-93.233,0.000423927538573816
39618,1986,11,"menhaden",0.00492643370231875,28.815,-95.017,0.00213427010820098
39815,1992,6,"menhaden",0.000658461952580697,28.425,-96.259,0.000285872284863046
39821,1992,6,"menhaden",0.00308433964042648,28.359,-96.342,0.00133745016951375
39855,1992,6,"menhaden",0.00320529886370599,29.354,-94.695,0.00138981740728541
39863,1992,6,"menhaden",0.0207748967267352,29.691,-93.804,0.00892998117811458
39876,1992,6,"menhaden",0.0137784792430841,29.675,-93.992,0.00594306766744059
39878,1992,6,"menhaden",0.0158320352307552,29.675,-93.908,0.00682190459866837
39879,1992,11,"menhaden",0.000765123906336702,27.742,-97.108,0.0003321620341359
39932,1992,11,"menhaden",0.00274661642569656,29.183,-94.839,0.0011912052135166
39933,1992,11,"menhaden",0.00103179083189569,29.193,-94.85,0.000447870050377527
39934,1992,11,"menhaden",0.00685660862923036,29.222,-94.793,0.00296762495754507
39937,1992,11,"menhaden",0.000439831609089676,29.409,-94.644,0.000190974445573445
39982,2004,10,"menhaden",0.0029473941053874,29.521,-88.732,0.00127815430765807
39983,2004,10,"menhaden",0.000993550843402907,29.639,-88.46,0.000431279435217175
39984,2004,10,"menhaden",0.00822035878767514,29.708,-88.503,0.00355546281039955
40012,2002,6,"menhaden",0.023364519450378,29.079,-88.894,0.0100303556945003
40032,2002,6,"menhaden",0.0200474758264837,26.056,-97.136,0.00862038549685629
40045,2002,6,"menhaden",0.00156855996277531,26.834,-96.879,0.000680683229589329
40057,2002,6,"menhaden",0.000504054606461489,27.19,-97.275,0.000218852981869798
40058,2002,6,"menhaden",0.0138994404249218,27.25,-97.306,0.00599488336592931
40059,2002,6,"menhaden",0.00119553584827114,27.115,-97.337,0.000518904499125605
40062,2002,6,"menhaden",0.0128218237735671,27.671,-97.124,0.00553305073244338
40064,2002,6,"menhaden",0.00569952429631315,27.446,-97.216,0.00246824470371773
40065,2002,6,"menhaden",0.0193233009761505,27.446,-97.109,0.00831195197586114
40083,2002,6,"menhaden",0.00382077916863021,27.957,-96.733,0.00165618136882393
40084,2002,6,"menhaden",0.0191944788729383,27.947,-96.939,0.00825706236027898
40085,2002,6,"menhaden",0.00194463539330416,28.199,-96.64,0.000843724318168025
40088,2002,6,"menhaden",0.0339788017662933,28.352,-96.334,0.0145116351116026
40110,2002,6,"menhaden",0.0773371542743599,28.736,-95.578,0.0323516376774352
40111,2002,6,"menhaden",0.00206969239342074,28.625,-95.715,0.000897927089467048
40115,2002,6,"menhaden",0.0936004058948554,28.627,-95.622,0.0388586627502041
40116,2002,6,"menhaden",0.0456632625558422,28.598,-95.624,0.0193918501537728
40155,2002,7,"menhaden",0.00391840276232766,29.219,-93.546,0.00169841532875389
40159,2002,7,"menhaden",0.0201553816637214,29.208,-94.877,0.0086663249577772
40218,2002,7,"menhaden",0.00223689535187457,28.756,-89.555,0.000970386385691326
40221,2002,7,"menhaden",0.0136253174616458,29.096,-89.613,0.00587744944501072
40587,1984,3,"menhaden",0.00186020152384597,28.958,-89.337,0.00080712478218775
40801,1984,4,"menhaden",0.0116262595240373,28.403,-90.588,0.00502009411875879
41104,1996,1,"menhaden",0.000974047232102345,29.2,-89.936,0.000422817449345406
41105,1996,1,"menhaden",0.00313211570147064,29.172,-89.914,0.00135813475678962
41116,1996,1,"menhaden",0.000989498643763709,28.564,-90.915,0.000429521330478661
50447,1988,10,"menhaden",0.00290414079216776,28.937,-91.435,0.0012594244316613
50449,1988,10,"menhaden",0.000299609147236109,29.189,-90.004,0.000130099110903569
50450,1988,10,"menhaden",0.000132456769772392,29.156,-89.803,5.75214347352893e-05
50453,1988,10,"menhaden",0.000700697314061343,29.187,-90.003,0.000304202412516564
50495,2001,11,"menhaden",0.000628366433875979,29.624,-94.064,0.000272810371379121
50502,2001,11,"menhaden",0.000658461952580697,29.674,-93.748,0.000285872284863046
50503,2001,11,"menhaden",0.00077148755830552,29.692,-93.687,0.000334923611335177
50504,2001,11,"menhaden",0.00128193640926128,29.692,-93.681,0.000556381362076143
50510,2001,11,"menhaden",0.00126794772421097,29.187,-94.875,0.00055031388902624
50531,2001,10,"menhaden",0.000582231230676327,30.148,-88.299,0.000252786227795168
